"GSP Group ID","Profile Class ID","Standard Settlement Configuration ID","Effective From Settlement Date (VSCPC)","Effective From Settlement Date (AFOYCS)","Effective To Settlement Date (AFOYCS)"
"_N","2","0761","01/04/1996","01/04/2019",""
"_N","4","0761","01/04/1996","01/04/2020",""
"_N","2","0762","01/04/1996","01/04/2019","31/03/2020"
"_N","4","0762","01/04/1996","01/04/2019","31/03/2020"
"_N","2","0762","01/04/1996","01/04/2020","31/03/2022"
"_N","4","0762","01/04/1996","01/04/2020","31/03/2022"
"_N","2","0762","01/04/1996","01/04/2022",""
"_N","4","0762","01/04/1996","01/04/2022",""
"_N","4","0763","01/04/1996","01/04/2016",""
"_N","2","0763","01/04/1996","01/04/2019",""
"_N","4","0764","01/04/1996","01/04/2015",""
"_N","2","0764","01/04/1996","01/04/2019","31/03/2020"
"_N","2","0764","01/04/1996","01/04/2020","31/03/2022"
"_N","2","0764","01/04/1996","01/04/2022","31/03/2023"
"_N","2","0764","01/04/1996","01/04/2023",""
"_N","4","0765","01/04/1996","01/04/2015","31/03/2020"
"_N","2","0765","01/04/1996","01/04/2019",""
"_N","4","0765","01/04/1996","01/04/2020",""
"_N","4","0766","01/04/1996","01/04/1996",""
"_N","2","0766","01/04/1996","01/04/2019","31/03/2020"
"_N","2","0766","01/04/1996","01/04/2020","31/03/2024"
"_N","2","0766","01/04/1996","01/04/2024",""
"_N","2","0767","01/04/1996","01/04/2019",""
"_N","4","0767","01/04/1996","01/04/2019",""
"_N","2","0768","01/04/1996","01/04/2019","31/03/2020"
"_N","4","0768","01/04/1996","01/04/2019","31/03/2020"
"_N","2","0768","01/04/1996","01/04/2020","31/03/2023"
"_N","4","0768","01/04/1996","01/04/2020",""
"_N","2","0768","01/04/1996","01/04/2023",""
"_N","4","0769","01/04/1996","01/04/2015","31/03/2020"
"_N","2","0769","01/04/1996","01/04/2019","31/03/2020"
"_N","2","0769","01/04/1996","01/04/2020","31/03/2022"
"_N","4","0769","01/04/1996","01/04/2020","31/03/2022"
"_N","2","0769","01/04/1996","01/04/2022",""
"_N","4","0769","01/04/1996","01/04/2022","31/03/2023"
"_N","4","0769","01/04/1996","01/04/2023","31/03/2024"
"_N","4","0769","01/04/1996","01/04/2024",""
"_N","2","0770","01/04/1996","01/04/2019",""
"_N","3","0775","01/04/1996","01/04/2012",""
"_N","3","0776","01/04/1996","01/04/1996",""
"_A","1","0777","23/01/2019","23/01/2019","31/03/2022"
"_B","1","0777","23/01/2019","23/01/2019","31/03/2022"
"_C","1","0777","23/01/2019","23/01/2019",""
"_D","1","0777","23/01/2019","23/01/2019","31/03/2022"
"_E","1","0777","23/01/2019","23/01/2019","31/03/2022"
"_F","1","0777","23/01/2019","23/01/2019","31/03/2022"
"_G","1","0777","23/01/2019","23/01/2019","31/03/2022"
"_H","1","0777","23/01/2019","23/01/2019",""
"_J","1","0777","23/01/2019","23/01/2019",""
"_K","1","0777","23/01/2019","23/01/2019","31/03/2022"
"_L","1","0777","23/01/2019","23/01/2019",""
"_M","1","0777","23/01/2019","23/01/2019","31/03/2022"
"_N","1","0777","23/01/2019","23/01/2019",""
"_P","1","0777","23/01/2019","23/01/2019","31/03/2022"
"_A","1","0777","23/01/2019","01/04/2022",""
"_B","1","0777","23/01/2019","01/04/2022",""
"_D","1","0777","23/01/2019","01/04/2022",""
"_E","1","0777","23/01/2019","01/04/2022",""
"_F","1","0777","23/01/2019","01/04/2022",""
"_G","1","0777","23/01/2019","01/04/2022",""
"_K","1","0777","23/01/2019","01/04/2022","31/03/2023"
"_M","1","0777","23/01/2019","01/04/2022",""
"_P","1","0777","23/01/2019","01/04/2022",""
"_K","1","0777","23/01/2019","01/04/2023",""
"_A","1","0778","23/01/2019","23/01/2019","31/03/2022"
"_B","1","0778","23/01/2019","23/01/2019","31/03/2022"
"_C","1","0778","23/01/2019","23/01/2019","31/03/2022"
"_D","1","0778","23/01/2019","23/01/2019","31/03/2022"
"_E","1","0778","23/01/2019","23/01/2019","31/03/2022"
"_F","1","0778","23/01/2019","23/01/2019","31/03/2024"
"_J","1","0778","23/01/2019","23/01/2019","31/03/2022"
"_K","1","0778","23/01/2019","23/01/2019","31/03/2023"
"_L","1","0778","23/01/2019","23/01/2019","31/03/2022"
"_M","1","0778","23/01/2019","23/01/2019","31/03/2022"
"_N","1","0778","23/01/2019","23/01/2019",""
"_H","1","0778","23/01/2019","17/04/2019","31/03/2022"
"_P","1","0778","23/01/2019","17/04/2019",""
"_G","1","0778","23/01/2019","18/09/2019","31/03/2022"
"_A","1","0778","23/01/2019","01/04/2022","31/03/2023"
"_B","1","0778","23/01/2019","01/04/2022","31/03/2023"
"_C","1","0778","23/01/2019","01/04/2022","31/03/2023"
"_D","1","0778","23/01/2019","01/04/2022",""
"_E","1","0778","23/01/2019","01/04/2022","31/03/2023"
"_G","1","0778","23/01/2019","01/04/2022","31/03/2023"
"_H","1","0778","23/01/2019","01/04/2022",""
"_J","1","0778","23/01/2019","01/04/2022","31/03/2023"
"_L","1","0778","23/01/2019","01/04/2022","31/03/2023"
"_M","1","0778","23/01/2019","01/04/2022",""
"_A","1","0778","23/01/2019","01/04/2023","31/03/2024"
"_B","1","0778","23/01/2019","01/04/2023","31/03/2024"
"_C","1","0778","23/01/2019","01/04/2023","31/03/2024"
"_E","1","0778","23/01/2019","01/04/2023",""
"_G","1","0778","23/01/2019","01/04/2023",""
"_J","1","0778","23/01/2019","01/04/2023","31/03/2024"
"_K","1","0778","23/01/2019","01/04/2023",""
"_L","1","0778","23/01/2019","01/04/2023",""
"_A","1","0778","23/01/2019","01/04/2024",""
"_B","1","0778","23/01/2019","01/04/2024",""
"_C","1","0778","23/01/2019","01/04/2024",""
"_F","1","0778","23/01/2019","01/04/2024",""
"_J","1","0778","23/01/2019","01/04/2024",""
"_N","2","0781","01/04/1996","01/04/2015","31/03/2020"
"_N","2","0781","01/04/1996","01/04/2020","31/03/2023"
"_N","2","0781","01/04/1996","01/04/2023",""
"_N","2","0782","01/04/1996","01/04/1996",""
"_N","2","0783","01/04/1996","01/04/2016",""
"_N","2","0784","01/04/1996","01/04/1996",""
"_N","2","0785","01/04/1996","01/04/1996",""
"_N","2","0786","01/04/1996","01/04/1996",""
"_D","2","0787","01/04/2000","01/04/2000",""
"_D","4","0787","01/04/2000","01/04/2000",""
"_D","2","0788","01/04/2000","01/04/2000",""
"_D","4","0788","01/04/2000","01/04/2000",""
"_D","4","0789","01/04/2000","01/04/2000",""
"_D","2","0789","01/04/2000","01/04/2014","31/03/2025"
"_D","2","0789","01/04/2000","01/04/2025",""
"_D","2","0790","01/04/2000","01/04/2000",""
"_D","4","0790","01/04/2000","01/04/2015","31/03/2020"
"_D","4","0790","01/04/2000","01/04/2020",""
"_D","2","0791","01/04/2000","01/04/2000","31/03/2022"
"_D","4","0791","01/04/2000","01/04/2000",""
"_D","2","0791","01/04/2000","01/04/2022",""
"_D","2","0792","01/04/2000","01/04/2000",""
"_D","4","0792","01/04/2000","01/04/2000",""
"_N","2","0793","17/09/2004","01/04/2014","31/03/2022"
"_N","4","0793","17/09/2004","01/04/2014",""
"_N","2","0793","17/09/2004","01/04/2022","31/03/2023"
"_N","2","0793","17/09/2004","01/04/2023",""
"_N","4","0794","17/09/2004","01/04/2012",""
"_N","2","0794","17/09/2004","01/04/2015","31/03/2020"
"_N","2","0794","17/09/2004","01/04/2020","31/03/2022"
"_N","2","0794","17/09/2004","01/04/2022",""
"_P","8","0801","01/04/1996","01/04/2011",""
"_P","5","0801","01/04/1996","01/04/2016",""
"_P","6","0801","01/04/1996","01/04/2018",""
"_P","7","0801","01/04/1996","01/04/2018","31/03/2020"
"_P","1","0801","01/04/1996","01/04/2019","31/03/2020"
"_P","3","0801","01/04/1996","01/04/2019","31/03/2020"
"_P","1","0801","01/04/1996","01/04/2020","31/03/2022"
"_P","3","0801","01/04/1996","01/04/2020","31/03/2023"
"_P","7","0801","01/04/1996","01/04/2020","31/03/2023"
"_P","1","0801","01/04/1996","01/04/2022","31/03/2023"
"_P","1","0801","01/04/1996","01/04/2023","31/03/2024"
"_P","3","0801","01/04/1996","01/04/2023","31/03/2024"
"_P","7","0801","01/04/1996","01/04/2023",""
"_P","1","0801","01/04/1996","01/04/2024","31/03/2025"
"_P","3","0801","01/04/1996","01/04/2024","31/03/2025"
"_P","1","0801","01/04/1996","01/04/2025",""
"_P","3","0801","01/04/1996","01/04/2025",""
"_P","2","0802","01/04/1996","01/04/2016",""
"_P","4","0803","01/04/1996","01/04/2015","31/03/2020"
"_P","2","0803","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0803","01/04/1996","01/04/2020","31/03/2022"
"_P","4","0803","01/04/1996","01/04/2020",""
"_P","2","0803","01/04/1996","01/04/2022",""
"_P","2","0804","01/04/1996","17/12/1998",""
"_P","4","0805","01/04/1996","01/04/1996",""
"_P","2","0805","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0805","01/04/1996","01/04/2020","31/03/2022"
"_P","2","0805","01/04/1996","01/04/2022",""
"_P","2","0806","01/04/1996","17/12/1998",""
"_P","2","0807","01/04/1996","01/04/2019","31/03/2020"
"_P","4","0807","01/04/1996","01/04/2019","31/03/2022"
"_P","2","0807","01/04/1996","01/04/2020","31/03/2022"
"_P","2","0807","01/04/1996","01/04/2022","31/03/2023"
"_P","4","0807","01/04/1996","01/04/2022",""
"_P","2","0807","01/04/1996","01/04/2023",""
"_P","2","0808","01/04/1996","01/04/2015","31/03/2025"
"_P","2","0808","01/04/1996","01/04/2025",""
"_P","2","0809","01/04/1996","01/04/2019","31/03/2020"
"_P","4","0809","01/04/1996","01/04/2019",""
"_P","2","0809","01/04/1996","01/04/2020","31/03/2022"
"_P","2","0809","01/04/1996","01/04/2022",""
"_P","2","0810","01/04/1996","17/12/1998",""
"_P","2","0811","01/04/1996","01/04/2019","31/03/2020"
"_P","4","0811","01/04/1996","01/04/2019",""
"_P","2","0811","01/04/1996","01/04/2020","31/03/2022"
"_P","2","0811","01/04/1996","01/04/2022",""
"_P","2","0812","01/04/1996","01/04/2015","31/03/2022"
"_P","2","0812","01/04/1996","01/04/2022",""
"_P","2","0813","01/04/1996","01/04/2019","31/03/2020"
"_P","4","0813","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0813","01/04/1996","01/04/2020","31/03/2022"
"_P","4","0813","01/04/1996","01/04/2020",""
"_P","2","0813","01/04/1996","01/04/2022",""
"_P","2","0814","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0814","01/04/1996","01/04/2020","31/03/2023"
"_P","2","0814","01/04/1996","01/04/2023","31/03/2024"
"_P","2","0814","01/04/1996","01/04/2024",""
"_P","4","0815","01/04/1996","01/04/2015","31/03/2020"
"_P","2","0815","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0815","01/04/1996","01/04/2020","31/03/2022"
"_P","4","0815","01/04/1996","01/04/2020","31/03/2022"
"_P","2","0815","01/04/1996","01/04/2022",""
"_P","4","0815","01/04/1996","01/04/2022","31/03/2023"
"_P","4","0815","01/04/1996","01/04/2023","31/03/2024"
"_P","4","0815","01/04/1996","01/04/2024",""
"_P","2","0816","01/04/1996","17/12/1998",""
"_P","4","0817","01/04/1996","01/04/1996","31/03/2023"
"_P","2","0817","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0817","01/04/1996","01/04/2020","31/03/2022"
"_P","2","0817","01/04/1996","01/04/2022",""
"_P","4","0817","01/04/1996","01/04/2023",""
"_P","2","0818","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0818","01/04/1996","01/04/2020",""
"_P","4","0819","01/04/1996","01/04/2016","31/03/2022"
"_P","2","0819","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0819","01/04/1996","01/04/2020","31/03/2022"
"_P","2","0819","01/04/1996","01/04/2022",""
"_P","4","0819","01/04/1996","01/04/2022",""
"_P","2","0820","01/04/1996","01/04/2019",""
"_P","4","0821","01/04/1996","01/04/2018","31/03/2020"
"_P","2","0821","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0821","01/04/1996","01/04/2020","31/03/2022"
"_P","4","0821","01/04/1996","01/04/2020",""
"_P","2","0821","01/04/1996","01/04/2022",""
"_P","2","0822","01/04/1996","17/12/1998",""
"_P","4","0823","01/04/1996","01/04/1996","31/03/2023"
"_P","2","0823","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0823","01/04/1996","01/04/2020","31/03/2022"
"_P","2","0823","01/04/1996","01/04/2022",""
"_P","4","0823","01/04/1996","01/04/2023",""
"_P","2","0824","01/04/1996","01/04/2016",""
"_P","4","0825","01/04/1996","01/04/1996",""
"_P","2","0825","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0825","01/04/1996","01/04/2020",""
"_P","2","0826","01/04/1996","17/12/1998",""
"_P","4","0827","01/04/1996","01/04/1996",""
"_P","2","0827","01/04/1996","01/04/2014","31/03/2023"
"_P","2","0827","01/04/1996","01/04/2023","31/03/2025"
"_P","2","0827","01/04/1996","01/04/2025",""
"_P","2","0828","01/04/1996","17/12/1998",""
"_P","4","0829","01/04/1996","01/04/1996",""
"_P","2","0829","01/04/1996","01/04/2019",""
"_P","2","0830","01/04/1996","17/12/1998",""
"_P","2","0831","01/04/1996","01/04/1996","31/03/2023"
"_P","4","0831","01/04/1996","01/04/1996",""
"_P","2","0831","01/04/1996","01/04/2023","31/03/2024"
"_P","2","0831","01/04/1996","01/04/2024",""
"_P","2","0832","01/04/1996","17/12/1998",""
"_P","4","0833","01/04/1996","01/04/2016","31/03/2020"
"_P","2","0833","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0833","01/04/1996","01/04/2020","31/03/2022"
"_P","4","0833","01/04/1996","01/04/2020","31/03/2022"
"_P","2","0833","01/04/1996","01/04/2022","31/03/2023"
"_P","4","0833","01/04/1996","01/04/2022",""
"_P","2","0833","01/04/1996","01/04/2023","31/03/2024"
"_P","2","0833","01/04/1996","01/04/2024","31/03/2025"
"_P","2","0833","01/04/1996","01/04/2025",""
"_P","2","0834","01/04/1996","17/12/1998",""
"_P","4","0835","01/04/1996","01/04/1996","31/03/2023"
"_P","2","0835","01/04/1996","01/04/2019","31/03/2023"
"_P","2","0835","01/04/1996","01/04/2023","31/03/2024"
"_P","4","0835","01/04/1996","01/04/2023",""
"_P","2","0835","01/04/1996","01/04/2024","31/03/2025"
"_P","2","0835","01/04/1996","01/04/2025",""
"_P","2","0836","01/04/1996","17/12/1998",""
"_P","4","0837","01/04/1996","01/04/1996","31/03/2020"
"_P","2","0837","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0837","01/04/1996","01/04/2020","31/03/2022"
"_P","4","0837","01/04/1996","01/04/2020","31/03/2023"
"_P","2","0837","01/04/1996","01/04/2022",""
"_P","4","0837","01/04/1996","01/04/2023","31/03/2024"
"_P","4","0837","01/04/1996","01/04/2024",""
"_P","2","0838","01/04/1996","17/12/1998","31/03/2023"
"_P","2","0838","01/04/1996","01/04/2023","31/03/2024"
"_P","2","0838","01/04/1996","01/04/2024","31/03/2025"
"_P","2","0838","01/04/1996","01/04/2025","15/04/2025"
"_P","2","0838","01/04/1996","16/04/2025",""
"_P","4","0839","01/04/1996","01/04/2016",""
"_P","2","0839","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0839","01/04/1996","01/04/2020","31/03/2022"
"_P","2","0839","01/04/1996","01/04/2022","31/03/2023"
"_P","2","0839","01/04/1996","01/04/2023","31/03/2024"
"_P","2","0839","01/04/1996","01/04/2024","31/03/2025"
"_P","2","0839","01/04/1996","01/04/2025",""
"_P","2","0840","01/04/1996","17/12/1998",""
"_P","4","0841","01/04/1996","01/04/1996","31/03/2023"
"_P","2","0841","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0841","01/04/1996","01/04/2020",""
"_P","4","0841","01/04/1996","01/04/2023",""
"_P","2","0842","01/04/1996","17/12/1998",""
"_P","4","0843","01/04/1996","01/04/1996",""
"_P","2","0843","01/04/1996","01/04/2019",""
"_P","2","0844","01/04/1996","17/12/1998",""
"_P","4","0845","01/04/1996","01/04/1996",""
"_P","2","0845","01/04/1996","01/04/2019",""
"_P","2","0846","01/04/1996","17/12/1998",""
"_P","4","0847","01/04/1996","01/04/2015",""
"_P","2","0847","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0847","01/04/1996","01/04/2020","31/03/2022"
"_P","2","0847","01/04/1996","01/04/2022","31/03/2023"
"_P","2","0847","01/04/1996","01/04/2023","31/03/2024"
"_P","2","0847","01/04/1996","01/04/2024","31/03/2025"
"_P","2","0847","01/04/1996","01/04/2025",""
"_P","2","0848","01/04/1996","17/12/1998",""
"_P","4","0849","01/04/1996","01/04/1996",""
"_P","2","0849","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0849","01/04/1996","01/04/2020","31/03/2022"
"_P","2","0849","01/04/1996","01/04/2022",""
"_P","2","0850","01/04/1996","01/04/2015",""
"_P","4","0850","01/04/1996","01/04/2019","31/03/2024"
"_P","4","0850","01/04/1996","01/04/2024",""
"_P","2","0851","01/04/1996","01/04/2019","31/03/2024"
"_P","4","0851","01/04/1996","01/04/2019","31/03/2020"
"_P","4","0851","01/04/1996","01/04/2020","31/03/2023"
"_P","4","0851","01/04/1996","01/04/2023","31/03/2024"
"_P","2","0851","01/04/1996","01/04/2024",""
"_P","4","0851","01/04/1996","01/04/2024",""
"_P","4","0852","01/04/1996","01/04/2018","31/03/2020"
"_P","2","0852","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0852","01/04/1996","01/04/2020","31/03/2022"
"_P","4","0852","01/04/1996","01/04/2020","31/03/2022"
"_P","2","0852","01/04/1996","01/04/2022","31/03/2023"
"_P","4","0852","01/04/1996","01/04/2022","31/03/2023"
"_P","2","0852","01/04/1996","01/04/2023","31/03/2024"
"_P","4","0852","01/04/1996","01/04/2023","31/03/2024"
"_P","2","0852","01/04/1996","01/04/2024","31/03/2025"
"_P","4","0852","01/04/1996","01/04/2024",""
"_P","2","0852","01/04/1996","01/04/2025",""
"_P","4","0853","01/04/1996","01/04/2015",""
"_P","2","0853","01/04/1996","01/04/2016","31/03/2020"
"_P","2","0853","01/04/1996","01/04/2020","31/03/2022"
"_P","2","0853","01/04/1996","01/04/2022","31/03/2024"
"_P","2","0853","01/04/1996","01/04/2024",""
"_P","4","0854","01/04/1996","17/12/1998",""
"_P","2","0854","01/04/1996","01/04/2013",""
"_P","2","0855","01/04/1996","01/04/2016","31/03/2024"
"_P","4","0855","01/04/1996","01/04/2016",""
"_P","2","0855","01/04/1996","01/04/2024","31/03/2025"
"_P","2","0855","01/04/1996","01/04/2025",""
"_P","2","0856","01/04/1996","17/12/1998","31/03/2023"
"_P","4","0856","01/04/1996","17/12/1998",""
"_P","2","0856","01/04/1996","01/04/2023",""
"_P","2","0857","01/04/1996","01/04/2019","31/03/2020"
"_P","4","0857","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0857","01/04/1996","01/04/2020","31/03/2022"
"_P","4","0857","01/04/1996","01/04/2020","31/03/2023"
"_P","2","0857","01/04/1996","01/04/2022",""
"_P","4","0857","01/04/1996","01/04/2023","31/03/2024"
"_P","4","0857","01/04/1996","01/04/2024",""
"_P","4","0858","01/04/1996","01/04/2016",""
"_P","2","0858","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0858","01/04/1996","01/04/2020","31/03/2022"
"_P","2","0858","01/04/1996","01/04/2022","31/03/2023"
"_P","2","0858","01/04/1996","01/04/2023","31/03/2024"
"_P","2","0858","01/04/1996","01/04/2024","31/03/2025"
"_P","2","0858","01/04/1996","01/04/2025",""
"_P","2","0859","01/04/1996","01/04/2019","31/03/2020"
"_P","4","0859","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0859","01/04/1996","01/04/2020","31/03/2022"
"_P","4","0859","01/04/1996","01/04/2020","31/03/2023"
"_P","2","0859","01/04/1996","01/04/2022","31/03/2023"
"_P","2","0859","01/04/1996","01/04/2023","31/03/2024"
"_P","4","0859","01/04/1996","01/04/2023",""
"_P","2","0859","01/04/1996","01/04/2024","31/03/2025"
"_P","2","0859","01/04/1996","01/04/2025",""
"_P","2","0860","01/04/1996","01/04/2019","31/03/2020"
"_P","4","0860","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0860","01/04/1996","01/04/2020","31/03/2022"
"_P","4","0860","01/04/1996","01/04/2020","31/03/2023"
"_P","2","0860","01/04/1996","01/04/2022","31/03/2023"
"_P","2","0860","01/04/1996","01/04/2023","31/03/2024"
"_P","4","0860","01/04/1996","01/04/2023","31/03/2024"
"_P","2","0860","01/04/1996","01/04/2024","31/03/2025"
"_P","4","0860","01/04/1996","01/04/2024",""
"_P","2","0860","01/04/1996","01/04/2025",""
"_P","4","0861","01/04/1996","01/04/2015","31/03/2024"
"_P","2","0861","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0861","01/04/1996","01/04/2020","31/03/2022"
"_P","2","0861","01/04/1996","01/04/2022","31/03/2023"
"_P","2","0861","01/04/1996","01/04/2023","31/03/2024"
"_P","2","0861","01/04/1996","01/04/2024","31/03/2025"
"_P","4","0861","01/04/1996","01/04/2024",""
"_P","2","0861","01/04/1996","01/04/2025",""
"_P","2","0862","01/04/1996","01/04/2019","31/03/2020"
"_P","4","0862","01/04/1996","01/04/2019",""
"_P","2","0862","01/04/1996","01/04/2020","31/03/2022"
"_P","2","0862","01/04/1996","01/04/2022","31/03/2024"
"_P","2","0862","01/04/1996","01/04/2024","31/03/2025"
"_P","2","0862","01/04/1996","01/04/2025",""
"_P","2","0863","01/04/1996","01/04/2019","31/03/2020"
"_P","4","0863","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0863","01/04/1996","01/04/2020","31/03/2022"
"_P","4","0863","01/04/1996","01/04/2020",""
"_P","2","0863","01/04/1996","01/04/2022","31/03/2023"
"_P","2","0863","01/04/1996","01/04/2023","31/03/2024"
"_P","2","0863","01/04/1996","01/04/2024","31/03/2025"
"_P","2","0863","01/04/1996","01/04/2025",""
"_P","4","0864","01/04/1996","01/04/2015",""
"_P","2","0864","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0864","01/04/1996","01/04/2020","31/03/2022"
"_P","2","0864","01/04/1996","01/04/2022",""
"_P","2","0865","01/04/1996","01/04/2016","31/03/2024"
"_P","2","0865","01/04/1996","01/04/2024",""
"_P","2","0866","01/04/1996","01/04/2015","31/03/2024"
"_P","2","0866","01/04/1996","01/04/2024",""
"_P","4","0866","17/12/1998","17/12/1998","31/03/2022"
"_P","4","0866","17/12/1998","01/04/2022",""
"_P","2","0867","01/04/1996","01/04/2019","31/03/2023"
"_P","2","0867","01/04/1996","01/04/2023",""
"_P","2","0868","01/04/1996","01/04/2016","31/03/2023"
"_P","2","0868","01/04/1996","01/04/2023","31/03/2024"
"_P","2","0868","01/04/1996","01/04/2024",""
"_P","4","0868","17/12/1998","17/12/1998",""
"_P","2","0869","01/04/1996","01/04/2019","31/03/2022"
"_P","2","0869","01/04/1996","01/04/2022","31/03/2023"
"_P","2","0869","01/04/1996","01/04/2023",""
"_P","2","0870","01/04/1996","01/04/2019","31/03/2024"
"_P","2","0870","01/04/1996","01/04/2024",""
"_P","4","0870","17/12/1998","17/12/1998",""
"_P","2","0871","01/04/1996","01/04/2015","31/03/2023"
"_P","2","0871","01/04/1996","01/04/2023","31/03/2024"
"_P","2","0871","01/04/1996","01/04/2024",""
"_P","2","0872","01/04/1996","01/04/2015","31/03/2023"
"_P","2","0872","01/04/1996","01/04/2023",""
"_P","4","0872","17/12/1998","17/12/1998",""
"_P","2","0873","01/04/1996","01/04/2019",""
"_P","2","0874","01/04/1996","01/04/2019","31/03/2022"
"_P","2","0874","01/04/1996","01/04/2022",""
"_P","4","0874","17/12/1998","17/12/1998",""
"_P","2","0875","01/04/1996","17/12/1998","31/03/2023"
"_P","2","0875","01/04/1996","01/04/2023",""
"_P","2","0876","01/04/1996","01/04/1996",""
"_P","4","0876","17/12/1998","17/12/1998",""
"_P","2","0877","01/04/1996","01/04/2019","31/03/2024"
"_P","2","0877","01/04/1996","01/04/2024",""
"_P","2","0878","01/04/1996","01/04/2019",""
"_P","4","0878","17/12/1998","17/12/1998",""
"_P","2","0879","01/04/1996","01/04/2019","31/03/2022"
"_P","2","0879","01/04/1996","01/04/2022","31/03/2023"
"_P","2","0879","01/04/1996","01/04/2023","31/03/2024"
"_P","2","0879","01/04/1996","01/04/2024","31/03/2025"
"_P","2","0879","01/04/1996","01/04/2025",""
"_P","2","0880","01/04/1996","01/04/2019","31/03/2022"
"_P","2","0880","01/04/1996","01/04/2022",""
"_P","4","0880","17/12/1998","17/12/1998",""
"_P","2","0881","01/04/1996","01/04/2019","31/03/2022"
"_P","2","0881","01/04/1996","01/04/2022","31/03/2023"
"_P","2","0881","01/04/1996","01/04/2023","31/03/2024"
"_P","2","0881","01/04/1996","01/04/2024",""
"_P","2","0882","01/04/1996","01/04/2019","31/03/2022"
"_P","2","0882","01/04/1996","01/04/2022","31/03/2023"
"_P","2","0882","01/04/1996","01/04/2023","31/03/2024"
"_P","2","0882","01/04/1996","01/04/2024",""
"_P","4","0882","17/12/1998","17/12/1998",""
"_P","2","0883","01/04/1996","01/04/2019","31/03/2023"
"_P","2","0883","01/04/1996","01/04/2023","31/03/2024"
"_P","2","0883","01/04/1996","01/04/2024","31/03/2025"
"_P","2","0883","01/04/1996","01/04/2025",""
"_P","2","0884","01/04/1996","01/04/2019",""
"_P","4","0884","17/12/1998","17/12/1998",""
"_P","2","0885","01/04/1996","01/04/2019","31/03/2022"
"_P","2","0885","01/04/1996","01/04/2022","31/03/2023"
"_P","2","0885","01/04/1996","01/04/2023","31/03/2024"
"_P","2","0885","01/04/1996","01/04/2024","31/03/2025"
"_P","2","0885","01/04/1996","01/04/2025",""
"_P","2","0886","01/04/1996","01/04/2019","31/03/2022"
"_P","2","0886","01/04/1996","01/04/2022",""
"_P","4","0886","17/12/1998","17/12/1998",""
"_P","2","0887","01/04/1996","17/12/1998","31/03/2023"
"_P","2","0887","01/04/1996","01/04/2023","31/03/2025"
"_P","2","0887","01/04/1996","01/04/2025",""
"_P","4","0888","01/04/1996","01/04/1996",""
"_P","2","0888","01/04/1996","01/04/2019","31/03/2023"
"_P","2","0888","01/04/1996","01/04/2023","31/03/2024"
"_P","2","0888","01/04/1996","01/04/2024","31/03/2025"
"_P","2","0888","01/04/1996","01/04/2025",""
"_P","2","0889","01/04/1996","01/04/2019","31/03/2020"
"_P","4","0889","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0889","01/04/1996","01/04/2020","31/03/2022"
"_P","4","0889","01/04/1996","01/04/2020","31/03/2022"
"_P","2","0889","01/04/1996","01/04/2022",""
"_P","4","0889","01/04/1996","01/04/2022","31/03/2023"
"_P","4","0889","01/04/1996","01/04/2023","31/03/2024"
"_P","4","0889","01/04/1996","01/04/2024",""
"_P","2","0890","01/04/1996","01/04/2019","31/03/2020"
"_P","2","0890","01/04/1996","01/04/2020","31/03/2022"
"_P","2","0890","01/04/1996","01/04/2022",""
"_P","2","0891","01/04/1996","01/04/2019","31/03/2022"
"_P","2","0891","01/04/1996","01/04/2022","31/03/2023"
"_P","2","0891","01/04/1996","01/04/2023",""
"_P","2","0892","01/04/1996","01/04/2016",""
"_P","2","0893","01/04/1996","01/04/2016","31/03/2020"
"_P","2","0893","01/04/1996","01/04/2020",""
"_P","2","0894","01/04/1996","01/04/2018","31/03/2020"
"_P","4","0894","01/04/1996","01/04/2019",""
"_P","2","0894","01/04/1996","01/04/2020","31/03/2022"
"_P","2","0894","01/04/1996","01/04/2022",""
"_P","4","0895","01/04/1996","01/04/2015","31/03/2020"
"_P","2","0895","01/04/1996","01/04/2019","31/03/2020"
