"GSP Group ID","Profile Class ID","Standard Settlement Configuration ID","Effective From Settlement Date (VSCPC)","Effective From Settlement Date (GGPCAE)","Researched Average EAC"
"_A","2","0389","01/04/1996","01/04/2018","3574.5"
"_A","2","0389","01/04/1996","01/04/2019","3445.8"
"_A","2","0389","01/04/1996","01/04/2020","3439.2"
"_A","2","0389","01/04/1996","01/04/2022","3445.8"
"_A","2","0389","01/04/1996","01/04/2023","3408.7"
"_A","2","0389","01/04/1996","01/04/2024","3032.3"
"_A","2","0389","01/04/1996","01/04/2025","3232.6"
"_K","2","0390","01/04/1996","01/04/1996","8543.8"
"_K","2","0390","01/04/1996","10/04/2008","7403.6"
"_K","2","0390","01/04/1996","01/04/2011","7403.6"
"_K","2","0390","01/04/1996","01/04/2012","7333"
"_K","2","0390","01/04/1996","01/04/2013","6853.5"
"_K","2","0390","01/04/1996","01/04/2014","7083.4"
"_K","2","0390","01/04/1996","01/04/2015","6247"
"_K","2","0390","01/04/1996","01/04/2016","6593.9"
"_K","2","0390","01/04/1996","01/04/2018","6257.3"
"_K","2","0390","01/04/1996","01/04/2019","6409.7"
"_K","2","0390","01/04/1996","01/04/2020","6072.8"
"_K","2","0390","01/04/1996","01/04/2022","6724.9"
"_K","2","0390","01/04/1996","01/04/2024","5264.9"
"_K","2","0390","01/04/1996","01/04/2025","5271.7"
"_J","2","0391","01/04/1996","01/04/1996","6214"
"_J","2","0391","01/04/1996","01/04/2015","4246"
"_J","2","0391","01/04/1996","01/04/2018","4307.5"
"_J","2","0391","01/04/1996","01/04/2020","4646.3"
"_J","2","0391","01/04/1996","01/04/2025","4683.3"
"_A","2","0394","01/04/1996","01/04/1996","3692.2"
"_A","2","0394","01/04/1996","01/07/1998","7242"
"_A","2","0394","01/04/1996","10/04/2008","7172.2"
"_A","2","0394","01/04/1996","01/04/2011","7172.2"
"_A","2","0394","01/04/1996","01/04/2012","7297.8"
"_A","2","0394","01/04/1996","01/04/2013","7048.1"
"_A","2","0394","01/04/1996","01/04/2014","7390"
"_A","2","0394","01/04/1996","01/04/2015","6259.9"
"_A","2","0394","01/04/1996","01/04/2016","6384.6"
"_A","2","0394","01/04/1996","01/04/2018","5797"
"_A","2","0394","01/04/1996","01/04/2019","6010.7"
"_A","2","0394","01/04/1996","01/04/2022","6217.6"
"_A","2","0394","01/04/1996","01/04/2024","4832.8"
"_A","2","0394","01/04/1996","01/04/2025","4907.9"
"_C","2","0395","01/04/1996","16/09/2005","1167"
"_J","2","0395","01/04/1996","01/04/1996","1167"
"_J","2","0395","01/04/1996","10/04/2008","3544"
"_J","2","0395","01/04/1996","01/04/2014","3256.6"
"_J","2","0395","01/04/1996","01/04/2011","3544"
"_J","2","0395","01/04/1996","01/04/2012","3308.2"
"_J","2","0395","01/04/1996","01/04/2013","3147.4"
"_J","2","0395","01/04/1996","01/04/2015","3023.5"
"_J","2","0395","01/04/1996","01/04/2016","3235.1"
"_J","2","0395","01/04/1996","01/04/2018","3237.3"
"_J","2","0395","01/04/1996","01/04/2019","3396.6"
"_J","2","0395","01/04/1996","01/04/2020","3325.8"
"_J","2","0395","01/04/1996","01/04/2023","3436.3"
"_J","2","0395","01/04/1996","01/04/2024","3072.1"
"_J","2","0395","01/04/1996","01/04/2025","3007.8"
"_D","2","0396","01/04/1996","01/04/1996","2989"
"_M","2","0397","01/04/1996","01/04/1996","7698"
"_M","2","0397","01/04/1996","17/04/2010","5802.5"
"_M","2","0397","01/04/1996","01/04/2011","5802.5"
"_M","2","0397","01/04/1996","01/04/2012","5630.7"
"_M","2","0397","01/04/1996","01/04/2013","5530.4"
"_M","2","0397","01/04/1996","01/04/2014","5958.4"
"_M","2","0397","01/04/1996","01/04/2015","4840.1"
"_M","2","0397","01/04/1996","01/04/2016","5096.4"
"_M","2","0397","01/04/1996","01/04/2018","4702.9"
"_M","2","0397","01/04/1996","01/04/2019","4610.4"
"_M","2","0397","01/04/1996","01/04/2020","4357.4"
"_M","2","0397","01/04/1996","01/04/2022","4744.8"
"_M","2","0397","01/04/1996","01/04/2025","2735.5"
"_K","2","0398","01/04/1996","01/04/1996","5117.3"
"_K","2","0398","01/04/1996","01/04/2012","3656.7"
"_K","2","0398","01/04/1996","01/04/2019","6714.1"
"_K","2","0398","01/04/1996","01/04/2022","6236"
"_K","2","0399","01/04/1996","01/04/1996","2506"
"_K","2","0399","01/04/1996","10/04/2008","2466.2"
"_K","2","0399","01/04/1996","01/04/2015","1160.1"
"_A","2","0401","01/04/1996","01/04/1996","6892.6"
"_A","2","0401","01/04/1996","01/07/1998","6407"
"_A","2","0401","01/04/1996","10/04/2008","4526.3"
"_A","2","0401","01/04/1996","01/04/2011","4526.3"
"_A","2","0401","01/04/1996","01/04/2014","4194.7"
"_A","2","0401","01/04/1996","01/04/2015","3320.7"
"_A","2","0401","01/04/1996","01/04/2016","3442"
"_A","2","0401","01/04/1996","01/04/2018","3144.7"
"_A","2","0401","01/04/1996","01/04/2019","3035.4"
"_A","2","0401","01/04/1996","01/04/2020","2838.3"
"_A","2","0401","01/04/1996","01/04/2022","2785.8"
"_P","2","0402","20/01/2021","20/01/2021","8763.7"
"_A","2","0404","01/04/1996","01/04/1996","2000"
"_A","2","0404","01/04/1996","01/07/1998","1678"
"_A","2","0404","01/04/1996","10/04/2008","2754.6"
"_A","2","0404","01/04/1996","17/04/2010","3129.9"
"_A","2","0404","01/04/1996","01/04/2012","3410.3"
"_A","2","0404","01/04/1996","01/04/2013","3222.5"
"_A","2","0404","01/04/1996","01/04/2014","3305.4"
"_A","2","0404","01/04/1996","01/04/2015","3081.7"
"_A","2","0404","01/04/1996","01/04/2016","3177.8"
"_A","2","0404","01/04/1996","01/04/2018","3137.7"
"_A","2","0404","01/04/1996","01/04/2019","3023.8"
"_A","2","0404","01/04/1996","01/04/2025","3059.1"
"_A","2","0404","01/04/1996","01/04/2020","2941.9"
"_A","2","0404","01/04/1996","01/04/2023","3008.4"
"_A","2","0404","01/04/1996","01/04/2024","3005"
"_A","2","0405","01/04/1996","01/04/1996","4000"
"_A","2","0405","01/04/1996","01/07/1998","6584"
"_A","2","0405","01/04/1996","10/04/2008","3901.5"
"_A","2","0405","01/04/1996","01/04/2012","4062"
"_A","2","0405","01/04/1996","01/04/2013","3729.9"
"_A","2","0405","01/04/1996","01/04/2014","4081.5"
"_A","2","0405","01/04/1996","01/04/2015","3300.8"
"_A","2","0405","01/04/1996","01/04/2016","3579.8"
"_A","2","0405","01/04/1996","01/04/2018","3396.8"
"_A","2","0405","01/04/1996","01/04/2019","3503.4"
"_A","2","0405","01/04/1996","01/04/2020","3177.5"
"_A","2","0405","01/04/1996","01/04/2022","3174.8"
"_C","2","0406","01/04/1996","01/04/1996","14340"
"_C","2","0406","01/04/1996","01/04/2015","7434.5"
"_C","2","0406","01/04/1996","01/04/2023","8068.4"
"_C","2","0407","01/04/1996","01/04/1996","14340"
"_C","2","0407","01/04/1996","17/04/2010","1933.3"
"_C","2","0407","01/04/1996","01/04/2015","4081.5"
"_C","2","0408","01/04/1996","01/04/1996","14340"
"_C","2","0408","01/04/1996","01/04/2015","1797.9"
"_C","2","0409","01/04/1996","01/04/1996","14340"
"_C","2","0409","01/04/1996","01/04/2015","1268.6"
"_C","2","0410","01/04/1996","01/04/1996","14340"
"_C","2","0410","01/04/1996","01/04/2015","2735.9"
"_C","2","0411","01/04/1996","01/04/1996","14340"
"_C","2","0411","01/04/1996","01/04/2015","631.7"
"_C","2","0412","01/04/1996","01/04/1996","14340"
"_C","2","0412","01/04/1996","01/04/2015","2697"
"_C","2","0413","01/04/1996","01/04/1996","14340"
"_C","2","0413","01/04/1996","01/04/2015","1348.4"
"_C","2","0414","01/04/1996","01/04/1996","14340"
"_C","2","0414","01/04/1996","01/04/2015","1590.8"
"_C","2","0414","01/04/1996","01/04/2022","1221.4"
"_C","2","0415","01/04/1996","01/04/1996","14340"
"_C","2","0415","01/04/1996","01/04/2015","15138"
"_C","2","0416","01/04/1996","01/04/1996","14340"
"_C","2","0416","01/04/1996","01/04/2015","2012.1"
"_C","2","0416","01/04/1996","01/04/2019","2937.7"
"_C","2","0416","01/04/1996","01/04/2020","2648.2"
"_C","2","0416","01/04/1996","01/04/2023","2062.7"
"_C","2","0416","01/04/1996","01/04/2025","1477.8"
"_C","2","0417","01/04/1996","01/04/1996","14340"
"_C","2","0418","01/04/1996","01/04/1996","14340"
"_C","2","0418","01/04/1996","10/04/2008","13594.2"
"_C","2","0419","01/04/1996","01/04/1996","14340"
"_C","2","0420","01/04/1996","01/04/1996","14340"
"_C","2","0420","01/04/1996","01/04/2015","14996.9"
"_C","2","0421","01/04/1996","01/04/1996","14340"
"_C","2","0421","01/04/1996","01/04/2015","6360.3"
"_B","2","0422","01/04/1996","01/04/2020","4364"
"_C","2","0422","01/04/1996","01/04/1996","14340"
"_C","2","0422","01/04/1996","01/04/2015","1228.4"
"_C","2","0423","01/04/1996","01/04/1996","14340"
"_C","2","0423","01/04/1996","01/04/2015","466007.6"
"_C","2","0423","01/04/1996","01/04/2020","3254.4"
"_C","2","0424","01/04/1996","01/04/1996","14340"
"_H","2","0425","01/04/1996","01/04/1996","5049"
"_H","2","0425","01/04/1996","08/05/1998","639"
"_H","2","0425","01/04/1996","01/04/2019","5964.5"
"_A","2","0426","01/04/1996","01/04/1996","6082.4"
"_A","2","0426","01/04/1996","01/07/1998","9800"
"_A","2","0426","01/04/1996","10/04/2008","6981.2"
"_A","2","0426","01/04/1996","01/04/2011","6981.2"
"_A","2","0426","01/04/1996","01/04/2012","6738.5"
"_A","2","0426","01/04/1996","01/04/2013","6587"
"_A","2","0426","01/04/1996","01/04/2014","6778.9"
"_A","2","0426","01/04/1996","01/04/2015","6027.6"
"_A","2","0426","01/04/1996","01/04/2016","6364.3"
"_A","2","0426","01/04/1996","01/04/2018","6169.5"
"_A","2","0426","01/04/1996","01/04/2019","6332.5"
"_A","2","0426","01/04/1996","01/04/2020","5913.4"
"_A","2","0426","01/04/1996","01/04/2023","4688.2"
"_A","2","0426","01/04/1996","01/04/2024","4396.6"
"_A","2","0426","01/04/1996","01/04/2025","4061.5"
"_L","2","0427","01/04/1996","01/04/1996","8869"
"_L","2","0427","01/04/1996","01/04/2013","6277.2"
"_L","2","0427","01/04/1996","01/04/2014","6392.7"
"_L","2","0427","01/04/1996","01/04/2015","5813.3"
"_L","2","0427","01/04/1996","01/04/2020","7047.9"
"_L","2","0432","01/04/1996","01/04/1996","7642"
"_P","2","0433","20/01/2021","20/01/2021","3755.9"
"_B","2","0434","01/04/1996","01/04/1996","3624"
"_B","2","0434","01/04/1996","10/04/2008","3831.2"
"_B","2","0434","01/04/1996","01/04/2013","2591"
"_B","2","0434","01/04/1996","01/04/2015","3027.1"
"_B","2","0434","01/04/1996","01/04/2019","3434"
"_B","2","0434","01/04/1996","01/04/2023","4839.7"
"_L","2","0435","01/04/1996","01/04/1996","15763"
"_L","2","0435","01/04/1996","01/04/2014","14680.6"
"_L","2","0435","01/04/1996","01/04/2015","9832"
"_L","2","0435","01/04/1996","01/04/2016","10129.9"
"_L","2","0435","01/04/1996","01/04/2018","9152.4"
"_L","2","0435","01/04/1996","01/04/2019","8876.1"
"_L","2","0435","01/04/1996","01/04/2020","9400"
"_L","2","0436","01/04/1996","01/04/1996","15247"
"_L","2","0436","01/04/1996","01/04/2015","11973.8"
"_L","2","0436","01/04/1996","01/04/2023","11141.7"
"_A","2","0437","01/04/1996","01/04/1996","10701"
"_A","2","0437","01/04/1996","10/04/2008","10405.6"
"_A","2","0437","01/04/1996","01/04/2013","8421"
"_A","2","0437","01/04/1996","01/04/2015","8867.3"
"_A","2","0437","01/04/1996","01/04/2020","4294.3"
"_P","2","0438","20/01/2021","20/01/2021","16190.1"
"_K","2","0439","01/04/1996","01/04/1996","8543.8"
"_K","2","0439","01/04/1996","01/04/2011","8543.8"
"_K","2","0439","01/04/1996","01/04/2014","7719.9"
"_K","2","0439","01/04/1996","01/04/2015","7212.7"
"_K","2","0439","01/04/1996","01/04/2016","7358.6"
"_K","2","0439","01/04/1996","01/04/2019","7498"
"_K","2","0439","01/04/1996","01/04/2025","3213.5"
"_B","2","0442","01/04/1996","01/04/1996","5568"
"_B","2","0442","01/04/1996","10/04/2008","5424.2"
"_B","2","0442","01/04/1996","01/04/2011","5424.2"
"_B","2","0442","01/04/1996","01/04/2012","5190.2"
"_B","2","0442","01/04/1996","01/04/2013","5022.3"
"_B","2","0442","01/04/1996","01/04/2014","5015.4"
"_B","2","0442","01/04/1996","01/04/2015","4612.4"
"_B","2","0442","01/04/1996","01/04/2016","4637"
"_B","2","0442","01/04/1996","01/04/2018","4491.1"
"_B","2","0442","01/04/1996","01/04/2019","4537.2"
"_B","2","0442","01/04/1996","01/04/2022","4752.3"
"_B","2","0442","01/04/1996","01/04/2023","4120"
"_B","2","0442","01/04/1996","01/04/2024","3833.6"
"_B","2","0442","01/04/1996","01/04/2025","3796.9"
"_D","2","0445","01/04/1996","01/04/1996","9020"
"_D","2","0445","01/04/1996","10/04/2008","10007.3"
"_D","2","0445","01/04/1996","01/04/2011","10007.3"
"_D","2","0445","01/04/1996","01/04/2012","9696.7"
"_D","2","0445","01/04/1996","01/04/2013","9493.6"
"_D","2","0445","01/04/1996","01/04/2014","9793.5"
"_D","2","0445","01/04/1996","01/04/2015","8364.7"
"_D","2","0445","01/04/1996","01/04/2016","9018.1"
"_D","2","0445","01/04/1996","01/04/2019","8042.2"
"_D","2","0445","01/04/1996","01/04/2020","7680.5"
"_D","2","0445","01/04/1996","01/04/2022","7838.4"
"_D","2","0445","01/04/1996","01/04/2024","5969.4"
"_D","2","0445","01/04/1996","01/04/2025","6064.6"
"_D","2","0446","01/04/1996","01/04/1996","9020"
"_D","2","0446","01/04/1996","10/04/2008","9036.9"
"_D","2","0446","01/04/1996","01/04/2011","9036.9"
"_D","2","0446","01/04/1996","01/04/2012","8750.7"
"_D","2","0446","01/04/1996","01/04/2013","8871.7"
"_D","2","0446","01/04/1996","01/04/2014","9030.6"
"_D","2","0446","01/04/1996","01/04/2015","7445"
"_D","2","0446","01/04/1996","01/04/2018","7796.4"
"_D","2","0446","01/04/1996","01/04/2019","7529.6"
"_D","2","0446","01/04/1996","01/04/2020","8158.9"
"_L","2","0447","01/04/1996","01/04/1996","5292"
"_L","2","0447","01/04/1996","10/04/2008","4680.6"
"_L","2","0447","01/04/1996","17/04/2010","5555.4"
"_L","2","0447","01/04/1996","01/04/2011","5555.4"
"_L","2","0447","01/04/1996","01/04/2012","5061.3"
"_L","2","0447","01/04/1996","01/04/2014","5598.8"
"_L","2","0447","01/04/1996","01/04/2015","4682"
"_L","2","0447","01/04/1996","01/04/2016","4937.8"
"_L","2","0447","01/04/1996","01/04/2018","4565.3"
"_L","2","0447","01/04/1996","01/04/2020","4892.7"
"_L","2","0447","01/04/1996","01/04/2022","4627.7"
"_L","2","0447","01/04/1996","01/04/2025","3677.2"
"_L","2","0448","01/04/1996","01/04/1996","5292"
"_L","2","0448","01/04/1996","10/04/2008","4674.8"
"_L","2","0448","01/04/1996","01/04/2012","5053.7"
"_L","2","0449","01/04/1996","01/04/1996","5292"
"_L","2","0450","01/04/1996","01/04/1996","5292"
"_L","2","0451","01/04/1996","01/04/1996","5292"
"_L","2","0451","01/04/1996","10/04/2008","4268.6"
"_L","2","0451","01/04/1996","01/04/2012","6412"
"_L","2","0451","01/04/1996","01/04/2025","3939.7"
"_L","2","0452","01/04/1996","01/04/1996","5292"
"_L","2","0452","01/04/1996","10/04/2008","6000.9"
"_L","2","0452","01/04/1996","01/04/2011","6000.9"
"_L","2","0452","01/04/1996","01/04/2020","1076.7"
"_L","2","0453","01/04/1996","01/04/1996","5292"
"_L","2","0454","01/04/1996","01/04/1996","5292"
"_L","2","0455","01/04/1996","01/04/1996","5292"
"_L","2","0455","01/04/1996","10/04/2008","4586.9"
"_L","2","0455","01/04/1996","01/04/2012","5582.2"
"_L","2","0455","01/04/1996","01/04/2014","5346.7"
"_L","2","0455","01/04/1996","01/04/2016","4743.6"
"_L","2","0455","01/04/1996","01/04/2020","4201.9"
"_L","2","0455","01/04/1996","01/04/2025","4053.2"
"_L","2","0456","01/04/1996","01/04/1996","5292"
"_L","2","0456","01/04/1996","10/04/2008","4819.9"
"_L","2","0456","01/04/1996","01/04/2019","8438.2"
"_L","2","0456","01/04/1996","01/04/2020","8672.6"
"_P","2","0457","20/01/2021","20/01/2021","3242.1"
"_P","2","0458","20/01/2021","20/01/2021","5180"
"_L","2","0459","01/04/1996","01/04/1996","5292"
"_L","2","0459","01/04/1996","10/04/2008","4271.8"
"_H","2","0460","01/04/1996","01/04/1996","7770"
"_H","2","0462","01/04/1996","01/04/1996","5040"
"_H","2","0463","01/04/1996","01/04/1996","5970"
"_P","2","0471","20/01/2021","20/01/2021","2220"
"_G","2","0474","29/01/1999","29/01/1999","5750.5"
"_G","2","0475","29/01/1999","29/01/1999","8318.4"
"_G","2","0475","29/01/1999","01/04/2012","5072.8"
"_G","2","0475","29/01/1999","01/04/2013","5091.5"
"_G","2","0475","29/01/1999","01/04/2015","11789.8"
"_G","2","0475","29/01/1999","01/04/2020","18001.7"
"_G","2","0476","29/01/1999","29/01/1999","5224"
"_G","2","0477","29/01/1999","29/01/1999","5224"
"_K","2","0479","21/06/2002","21/06/2002","8543.8"
"_K","2","0479","21/06/2002","01/04/2011","8543.8"
"_K","2","0479","21/06/2002","01/04/2012","7981.5"
"_K","2","0479","21/06/2002","01/04/2013","7717.8"
"_K","2","0479","21/06/2002","01/04/2014","8101.2"
"_K","2","0479","21/06/2002","01/04/2015","6732"
"_K","2","0479","21/06/2002","01/04/2019","7496.8"
"_K","2","0479","21/06/2002","01/04/2020","6792.6"
"_K","2","0479","21/06/2002","01/04/2022","6491.2"
"_K","2","0479","21/06/2002","01/04/2023","5863.1"
"_K","2","0479","21/06/2002","01/04/2024","5082.8"
"_K","2","0479","21/06/2002","01/04/2025","5382.8"
"_K","2","0480","21/06/2002","21/06/2002","8543.8"
"_K","2","0480","21/06/2002","01/04/2012","6452"
"_K","2","0480","21/06/2002","01/04/2013","5949.9"
"_K","2","0480","21/06/2002","01/04/2014","6602.1"
"_K","2","0480","21/06/2002","01/04/2015","5810.4"
"_K","2","0480","21/06/2002","01/04/2016","5944.3"
"_K","2","0480","21/06/2002","01/04/2018","6081.8"
"_K","2","0480","21/06/2002","01/04/2019","6276.2"
"_K","2","0480","21/06/2002","01/04/2020","5920.2"
"_K","2","0480","21/06/2002","01/04/2022","6268.6"
"_K","2","0481","21/06/2002","21/06/2002","8543.8"
"_K","2","0481","21/06/2002","01/04/2014","7733.8"
"_K","2","0481","21/06/2002","01/04/2015","6318.2"
"_K","2","0481","21/06/2002","01/04/2016","6180.8"
"_K","2","0481","21/06/2002","01/04/2018","6006.9"
"_K","2","0481","21/06/2002","01/04/2019","6153.7"
"_K","2","0481","21/06/2002","01/04/2020","5775.3"
"_K","2","0481","21/06/2002","01/04/2022","6119.7"
"_K","2","0481","21/06/2002","01/04/2023","5700.5"
"_K","2","0481","21/06/2002","01/04/2025","4700.7"
"_P","2","0499","20/01/2021","20/01/2021","15311.6"
"_P","2","0500","20/01/2021","20/01/2021","2865.6"
"_P","2","0502","20/01/2021","20/01/2021","19420.4"
"_P","2","0503","20/01/2021","20/01/2021","2865.6"
"_P","2","0505","20/01/2021","20/01/2021","15311.6"
"_P","2","0506","20/01/2021","20/01/2021","2865.6"
"_P","2","0507","17/08/2022","17/08/2022","33488.8"
"_P","2","0508","20/01/2021","20/01/2021","19420.4"
"_P","2","0509","20/01/2021","20/01/2021","2865.6"
"_P","2","0510","16/09/2020","16/09/2020","2900"
"_P","2","0511","20/01/2021","20/01/2021","18371.9"
"_P","2","0512","20/01/2021","20/01/2021","3242.1"
"_P","2","0513","20/01/2021","20/01/2021","6000"
"_P","2","0514","17/08/2022","17/08/2022","30181.6"
"_P","2","0516","20/01/2021","20/01/2021","15311.6"
"_P","2","0517","20/01/2021","20/01/2021","2865.6"
"_P","2","0519","20/01/2021","20/01/2021","15895.5"
"_P","2","0520","20/01/2021","20/01/2021","2865.6"
"_P","2","0522","20/01/2021","20/01/2021","9717.9"
"_P","2","0523","20/01/2021","20/01/2021","2865.6"
"_P","2","0524","20/01/2021","20/01/2021","18371.9"
"_P","2","0525","20/01/2021","20/01/2021","3242.1"
"_P","2","0526","17/08/2022","17/08/2022","33488.8"
"_P","2","0527","20/01/2021","20/01/2021","6000"
"_P","2","0528","20/01/2021","20/01/2021","18371.9"
"_P","2","0529","20/01/2021","20/01/2021","3242.1"
"_P","2","0530","17/08/2022","17/08/2022","113138.4"
"_P","2","0534","20/01/2021","20/01/2021","19432.2"
"_P","2","0536","20/01/2021","20/01/2021","17541.2"
"_P","2","0538","20/01/2021","20/01/2021","17541.2"
"_P","2","0540","20/01/2021","20/01/2021","17541.2"
"_P","2","0541","17/08/2022","17/08/2022","33488.8"
"_P","2","0542","20/01/2021","20/01/2021","13621.6"
"_P","2","0543","20/01/2021","20/01/2021","2865.6"
"_P","2","0544","17/08/2022","17/08/2022","33488.8"
"_P","2","0545","20/01/2021","20/01/2021","13621.6"
"_P","2","0546","20/01/2021","20/01/2021","2865.6"
"_P","2","0548","20/01/2021","20/01/2021","11804.4"
"_P","2","0549","20/01/2021","20/01/2021","2865.6"
"_P","2","0550","20/01/2021","20/01/2021","19723"
"_P","2","0552","20/01/2021","20/01/2021","16190.1"
"_P","2","0553","20/01/2021","20/01/2021","3242.1"
"_P","2","0557","20/01/2021","20/01/2021","2865.6"
"_P","2","0558","20/01/2021","20/01/2021","23004.1"
"_P","2","0560","20/01/2021","20/01/2021","2865.6"
"_P","2","0561","20/01/2021","20/01/2021","13621.6"
"_P","2","0562","17/08/2022","17/08/2022","33488.8"
"_P","2","0563","20/01/2021","20/01/2021","2865.6"
"_P","2","0564","20/01/2021","20/01/2021","15311.6"
"_P","2","0565","17/08/2022","17/08/2022","22301.4"
"_P","2","0566","20/01/2021","20/01/2021","2865.6"
"_P","2","0567","20/01/2021","20/01/2021","15311.6"
"_P","2","0568","20/01/2021","20/01/2021","9301.5"
"_P","2","0570","20/01/2021","20/01/2021","9500"
"_P","2","0572","20/01/2021","20/01/2021","5180"
"_P","2","0573","20/01/2021","20/01/2021","2220"
"_P","2","0574","20/01/2021","20/01/2021","19723"
"_P","2","0576","20/01/2021","20/01/2021","16190.1"
"_P","2","0577","20/01/2021","20/01/2021","3242.1"
"_P","2","0580","20/01/2021","20/01/2021","18371.9"
"_P","2","0581","20/01/2021","20/01/2021","3242.1"
"_P","2","0582","20/01/2021","20/01/2021","11804.4"
"_P","2","0583","20/01/2021","20/01/2021","11804.4"
"_P","2","0584","20/01/2021","20/01/2021","2865.6"
"_P","2","0586","20/01/2021","20/01/2021","13621.6"
"_P","2","0587","20/01/2021","20/01/2021","2865.6"
"_P","2","0588","20/01/2021","20/01/2021","11804.4"
"_P","2","0589","20/01/2021","20/01/2021","11804.4"
"_P","2","0590","20/01/2021","20/01/2021","2865.6"
"_P","2","0591","20/01/2021","20/01/2021","14800"
"_P","2","0592","17/08/2022","17/08/2022","38864.4"
"_P","2","0593","20/01/2021","20/01/2021","14800"
"_P","2","0594","17/08/2022","17/08/2022","35082.4"
"_P","2","0595","20/01/2021","20/01/2021","31118.9"
"_P","2","0596","20/01/2021","20/01/2021","8705.1"
"_P","2","0597","17/08/2022","17/08/2022","35082.4"
"_P","2","0598","20/01/2021","20/01/2021","17541.2"
"_P","2","0599","17/08/2022","17/08/2022","35082.4"
"_P","2","0600","20/01/2021","20/01/2021","17541.2"
"_P","2","0601","17/08/2022","17/08/2022","30108.8"
"_P","2","0602","20/01/2021","20/01/2021","17541.2"
"_P","2","0603","17/08/2022","17/08/2022","30108.8"
"_P","2","0604","20/01/2021","20/01/2021","17541.2"
"_P","2","0605","17/08/2022","17/08/2022","26474.4"
"_P","2","0606","20/01/2021","20/01/2021","17541.2"
"_P","2","0607","17/08/2022","17/08/2022","19723"
"_P","2","0608","20/01/2021","20/01/2021","13621.6"
"_P","2","0609","20/01/2021","20/01/2021","2865.6"
"_D","2","0610","16/09/2020","16/09/2020","2900"
"_D","2","0610","16/09/2020","01/04/2025","5890.7"
"_N","2","0610","16/09/2020","16/09/2020","2900"
"_N","2","0610","16/09/2020","01/04/2025","6134.5"
"_P","2","0612","20/01/2021","20/01/2021","11804.4"
"_P","2","0613","20/01/2021","20/01/2021","2865.6"
"_P","2","0615","20/01/2021","20/01/2021","17541.2"
"_P","2","0616","17/08/2022","17/08/2022","48873.8"
"_P","2","0617","17/08/2022","17/08/2022","20790.2"
"_P","2","0618","17/08/2022","17/08/2022","33488.8"
"_P","2","0619","17/08/2022","17/08/2022","33488.8"
"_P","2","0622","17/08/2022","17/08/2022","19723"
"_P","2","0625","17/08/2022","17/08/2022","26474.4"
"_P","2","0626","17/08/2022","17/08/2022","30108.8"
"_P","2","0627","17/08/2022","17/08/2022","26474.4"
"_P","2","0631","17/08/2022","17/08/2022","35082.4"
"_P","2","0632","17/08/2022","17/08/2022","35082.4"
"_P","2","0633","17/08/2022","17/08/2022","35082.4"
"_P","2","0634","17/08/2022","17/08/2022","35082.4"
"_P","2","0635","17/08/2022","17/08/2022","35082.4"
"_P","2","0636","17/08/2022","17/08/2022","30108.8"
"_P","2","0637","17/08/2022","17/08/2022","26474.4"
"_P","2","0638","17/08/2022","17/08/2022","35082.4"
"_N","2","0641","21/09/2022","21/09/2022","6246.7"
"_N","2","0642","21/09/2022","21/09/2022","7507.6"
"_N","2","0643","21/09/2022","21/09/2022","3728.6"
"_N","2","0644","21/09/2022","21/09/2022","12580.6"
"_N","2","0701","01/04/1996","01/04/1996","6814"
"_N","2","0701","01/04/1996","10/04/2008","7228.8"
"_N","2","0702","01/04/1996","01/04/1996","6814"
"_N","2","0702","01/04/1996","01/04/2013","5218"
"_N","2","0702","01/04/1996","01/04/2014","5588.6"
"_N","2","0702","01/04/1996","01/04/2015","5545.8"
"_N","2","0702","01/04/1996","01/04/2016","5086.7"
"_N","2","0702","01/04/1996","01/04/2025","2945.9"
"_N","2","0703","01/04/1996","01/04/1996","2628"
"_N","2","0703","01/04/1996","01/04/2013","5599"
"_N","2","0703","01/04/1996","01/04/2014","5753"
"_N","2","0703","01/04/1996","01/04/2015","5295.9"
"_N","2","0704","01/04/1996","01/04/1996","2628"
"_N","2","0705","01/04/1996","01/04/1996","2628"
"_N","2","0705","01/04/1996","01/04/2019","4793.9"
"_N","2","0705","01/04/1996","01/04/2020","4799"
"_N","2","0706","01/04/1996","01/04/1996","2628"
"_N","2","0707","01/04/1996","01/04/1996","2628"
"_N","2","0708","01/04/1996","01/04/1996","2628"
"_N","2","0709","01/04/1996","01/04/1996","2628"
"_N","2","0709","01/04/1996","01/04/2024","6639.9"
"_N","2","0709","01/04/1996","01/04/2025","7286.5"
"_N","2","0710","01/04/1996","01/04/1996","2628"
"_N","2","0710","01/04/1996","01/04/2022","2667.3"
"_N","2","0711","01/04/1996","01/04/1996","2628"
"_N","2","0711","01/04/1996","10/04/2008","3315"
"_N","2","0711","01/04/1996","01/04/2011","3315"
"_N","2","0711","01/04/1996","01/04/2012","3445.6"
"_N","2","0711","01/04/1996","01/04/2013","3271.8"
"_N","2","0711","01/04/1996","01/04/2014","3422.8"
"_N","2","0711","01/04/1996","01/04/2015","3337.3"
"_N","2","0711","01/04/1996","01/04/2019","2971.1"
"_N","2","0711","01/04/1996","01/04/2020","2689.2"
"_N","2","0711","01/04/1996","01/04/2022","2610.2"
"_N","2","0712","01/04/1996","01/04/1996","3184"
"_N","2","0712","01/04/1996","01/04/2020","4578.7"
"_N","2","0713","01/04/1996","01/04/1996","3184"
